clip_id,source_dataset,split,source_label_folder,source_binary_label,core_label,source_file_name,source_video_path,clip_path,event_center_time,video_duration,clip_start_time,clip_end_time,clip_duration,center_offset_in_clip,time_of_event,time_of_alert,light_conditions,weather,scene,time_to_accident,status,error,manual_label
nexar_train_positive_00195,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00195.mp4,data/nexar_collision_prediction/train/positive/00195.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00195.mp4,19.933,41.333,14.933,24.933,10,5,19.933,19.3,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00199,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00199.mp4,data/nexar_collision_prediction/train/positive/00199.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00199.mp4,9.225,18,4.225,14.225,10,5,9.225,7.726,Normal,Clear,Sub-urban,,exists,,collision
nexar_train_positive_00200,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00200.mp4,data/nexar_collision_prediction/train/positive/00200.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00200.mp4,19.132,40.294,14.132,24.132,10,5,19.132,17.206,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00201,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00201.mp4,data/nexar_collision_prediction/train/positive/00201.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00201.mp4,18.386,39.533,13.386,23.386,10,5,18.386,18.021,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00202,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00202.mp4,data/nexar_collision_prediction/train/positive/00202.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00202.mp4,19.633,40.1,14.633,24.633,10,5,19.633,18.167,Normal,Rain,Urban,,exists,,near_miss
nexar_train_positive_00205,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00205.mp4,data/nexar_collision_prediction/train/positive/00205.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00205.mp4,21.146,39.344,16.146,26.146,10,5,21.146,18.196,Normal,Clear,Highway,,exists,,collision
nexar_train_positive_00206,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00206.mp4,data/nexar_collision_prediction/train/positive/00206.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00206.mp4,20.733,40.833,15.733,25.733,10,5,20.733,17.467,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00207,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00207.mp4,data/nexar_collision_prediction/train/positive/00207.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00207.mp4,18.4,38.5,13.4,23.4,10,5,18.4,15.433,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00208,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00208.mp4,data/nexar_collision_prediction/train/positive/00208.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00208.mp4,19.8,43.233,14.8,24.8,10,5,19.8,19.233,Normal,Cloudy,Sub-urban,,exists,,collision
nexar_train_positive_00209,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00209.mp4,data/nexar_collision_prediction/train/positive/00209.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00209.mp4,18.533,39.267,13.533,23.533,10,5,18.533,17.2,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00210,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00210.mp4,data/nexar_collision_prediction/train/positive/00210.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00210.mp4,19.7,40,14.7,24.7,10,5,19.7,19.033,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00213,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00213.mp4,data/nexar_collision_prediction/train/positive/00213.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00213.mp4,18.719,34.381,13.719,23.719,10,5,18.719,16.016,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00214,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00214.mp4,data/nexar_collision_prediction/train/positive/00214.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00214.mp4,21.157,40.131,16.157,26.157,10,5,21.157,20.341,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00216,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00216.mp4,data/nexar_collision_prediction/train/positive/00216.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00216.mp4,18.267,39.3,13.267,23.267,10,5,18.267,16.767,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00217,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00217.mp4,data/nexar_collision_prediction/train/positive/00217.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00217.mp4,19.9,40.2,14.9,24.9,10,5,19.9,18.967,Bright,Clear,Urban,,exists,,near_miss
nexar_train_positive_00218,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00218.mp4,data/nexar_collision_prediction/train/positive/00218.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00218.mp4,19.65,40.4,14.65,24.65,10,5,19.65,19.267,Normal,Rain,Urban,,exists,,near_miss
nexar_train_positive_00222,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00222.mp4,data/nexar_collision_prediction/train/positive/00222.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00222.mp4,20.033,40.567,15.033,25.033,10,5,20.033,18.6,Normal,Cloudy,Highway,,exists,,collision
nexar_train_positive_00223,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00223.mp4,data/nexar_collision_prediction/train/positive/00223.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00223.mp4,20.3,40.333,15.3,25.3,10,5,20.3,19.333,Normal,Rain,Urban,,exists,,collision
nexar_train_positive_00224,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00224.mp4,data/nexar_collision_prediction/train/positive/00224.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00224.mp4,19.367,39.5,14.367,24.367,10,5,19.367,17.633,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00225,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00225.mp4,data/nexar_collision_prediction/train/positive/00225.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00225.mp4,21.05,40.933,16.05,26.05,10,5,21.05,19.667,Normal,Rain,Other,,exists,,collision
nexar_train_positive_00226,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00226.mp4,data/nexar_collision_prediction/train/positive/00226.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00226.mp4,19.433,40.633,14.433,24.433,10,5,19.433,18.333,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00227,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00227.mp4,data/nexar_collision_prediction/train/positive/00227.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00227.mp4,20.067,40.267,15.067,25.067,10,5,20.067,18.767,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00228,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00228.mp4,data/nexar_collision_prediction/train/positive/00228.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00228.mp4,20.096,40.033,15.096,25.096,10,5,20.096,19.017,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00232,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00232.mp4,data/nexar_collision_prediction/train/positive/00232.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00232.mp4,19.033,40.033,14.033,24.033,10,5,19.033,17.333,Normal,Rain,Urban,,exists,,collision
nexar_train_positive_00233,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00233.mp4,data/nexar_collision_prediction/train/positive/00233.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00233.mp4,19.433,40,14.433,24.433,10,5,19.433,18.167,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00234,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00234.mp4,data/nexar_collision_prediction/train/positive/00234.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00234.mp4,9.895,19,4.895,14.895,10,5,9.895,6.63,Dark,Clear,Highway,,exists,,collision
nexar_train_positive_00235,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00235.mp4,data/nexar_collision_prediction/train/positive/00235.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00235.mp4,9.177,18,4.177,14.177,10,5,9.177,7.228,Normal,Clear,Other,,exists,,collision
nexar_train_positive_00236,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00236.mp4,data/nexar_collision_prediction/train/positive/00236.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00236.mp4,9.597,19,4.597,14.597,10,5,9.597,8.898,Dark,Clear,Highway,,exists,,near_miss
nexar_train_positive_00237,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00237.mp4,data/nexar_collision_prediction/train/positive/00237.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00237.mp4,19.267,40.167,14.267,24.267,10,5,19.267,15.167,Normal,Clear,Highway,,exists,,collision
nexar_train_positive_00238,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00238.mp4,data/nexar_collision_prediction/train/positive/00238.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00238.mp4,20.35,39.7,15.35,25.35,10,5,20.35,17.5,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00239,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00239.mp4,data/nexar_collision_prediction/train/positive/00239.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00239.mp4,7.833,18,2.833,12.833,10,5,7.833,7.367,Normal,Clear,Sub-urban,,exists,,collision
nexar_train_positive_00240,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00240.mp4,data/nexar_collision_prediction/train/positive/00240.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00240.mp4,19.492,40.196,14.492,24.492,10,5,19.492,18.546,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00242,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00242.mp4,data/nexar_collision_prediction/train/positive/00242.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00242.mp4,20.567,40.4,15.567,25.567,10,5,20.567,19.433,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00244,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00244.mp4,data/nexar_collision_prediction/train/positive/00244.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00244.mp4,19.387,39.613,14.387,24.387,10,5,19.387,18.258,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00245,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00245.mp4,data/nexar_collision_prediction/train/positive/00245.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00245.mp4,20.133,40.233,15.133,25.133,10,5,20.133,19.067,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00247,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00247.mp4,data/nexar_collision_prediction/train/positive/00247.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00247.mp4,18.912,40.556,13.912,23.912,10,5,18.912,16.495,Normal,Cloudy,Highway,,exists,,collision
nexar_train_positive_00250,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00250.mp4,data/nexar_collision_prediction/train/positive/00250.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00250.mp4,9.16,18,4.16,14.16,10,5,9.16,7.661,Normal,Cloudy,Highway,,exists,,collision
nexar_train_positive_00251,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00251.mp4,data/nexar_collision_prediction/train/positive/00251.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00251.mp4,18.682,40.377,13.682,23.682,10,5,18.682,18.306,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00252,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00252.mp4,data/nexar_collision_prediction/train/positive/00252.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00252.mp4,18.95,40.4,13.95,23.95,10,5,18.95,17.333,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00253,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00253.mp4,data/nexar_collision_prediction/train/positive/00253.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00253.mp4,22.377,40.229,17.377,27.377,10,5,22.377,21.038,Normal,Cloudy,Other,,exists,,collision
nexar_train_positive_00254,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00254.mp4,data/nexar_collision_prediction/train/positive/00254.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00254.mp4,18.533,40.2,13.533,23.533,10,5,18.533,17.2,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00255,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00255.mp4,data/nexar_collision_prediction/train/positive/00255.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00255.mp4,20.733,40.1,15.733,25.733,10,5,20.733,19.967,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00256,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00256.mp4,data/nexar_collision_prediction/train/positive/00256.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00256.mp4,19.183,40.033,14.183,24.183,10,5,19.183,18.267,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00259,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00259.mp4,data/nexar_collision_prediction/train/positive/00259.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00259.mp4,19.43,40.261,14.43,24.43,10,5,19.43,18.483,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00260,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00260.mp4,data/nexar_collision_prediction/train/positive/00260.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00260.mp4,20.567,40.633,15.567,25.567,10,5,20.567,18.533,Twilight,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00262,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00262.mp4,data/nexar_collision_prediction/train/positive/00262.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00262.mp4,17.9,38.133,12.9,22.9,10,5,17.9,13.933,Normal,Clear,Highway,,exists,,collision
nexar_train_positive_00263,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00263.mp4,data/nexar_collision_prediction/train/positive/00263.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00263.mp4,20.05,40.767,15.05,25.05,10,5,20.05,19.333,Normal,Rain,Urban,,exists,,near_miss
nexar_train_positive_00264,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00264.mp4,data/nexar_collision_prediction/train/positive/00264.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00264.mp4,19.231,40.393,14.231,24.231,10,5,19.231,16.905,Normal,Rain,Urban,,exists,,collision
nexar_train_positive_00265,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00265.mp4,data/nexar_collision_prediction/train/positive/00265.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00265.mp4,20.433,40.367,15.433,25.433,10,5,20.433,18.067,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00266,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00266.mp4,data/nexar_collision_prediction/train/positive/00266.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00266.mp4,20.667,40.1,15.667,25.667,10,5,20.667,18.933,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00269,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00269.mp4,data/nexar_collision_prediction/train/positive/00269.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00269.mp4,19.768,31.765,14.768,24.768,10,5,19.768,18.755,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00270,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00270.mp4,data/nexar_collision_prediction/train/positive/00270.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00270.mp4,20.333,40.133,15.333,25.333,10,5,20.333,18.667,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00271,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00271.mp4,data/nexar_collision_prediction/train/positive/00271.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00271.mp4,49.633,60,44.633,54.633,10,5,49.633,48.2,Normal,Clear,Highway,,exists,,near_miss
nexar_train_positive_00272,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00272.mp4,data/nexar_collision_prediction/train/positive/00272.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00272.mp4,20.539,40.197,15.539,25.539,10,5,20.539,18.871,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00273,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00273.mp4,data/nexar_collision_prediction/train/positive/00273.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00273.mp4,20.533,40.333,15.533,25.533,10,5,20.533,19.4,Normal,Rain,Urban,,exists,,collision
nexar_train_positive_00275,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00275.mp4,data/nexar_collision_prediction/train/positive/00275.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00275.mp4,10.166,18,5.166,15.166,10,5,10.166,8.466,Normal,Cloudy,Highway,,exists,,collision
nexar_train_positive_00276,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00276.mp4,data/nexar_collision_prediction/train/positive/00276.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00276.mp4,19.55,40.267,14.55,24.55,10,5,19.55,18.733,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00282,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00282.mp4,data/nexar_collision_prediction/train/positive/00282.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00282.mp4,19.367,40.567,14.367,24.367,10,5,19.367,17.9,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00283,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00283.mp4,data/nexar_collision_prediction/train/positive/00283.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00283.mp4,9.896,18,4.896,14.896,10,5,9.896,8.763,Dark,Clear,Highway,,exists,,collision
nexar_train_positive_00284,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00284.mp4,data/nexar_collision_prediction/train/positive/00284.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00284.mp4,19.802,40.098,14.802,24.802,10,5,19.802,18.658,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00285,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00285.mp4,data/nexar_collision_prediction/train/positive/00285.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00285.mp4,20.317,40.033,15.317,25.317,10,5,20.317,18.815,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00286,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00286.mp4,data/nexar_collision_prediction/train/positive/00286.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00286.mp4,19.601,40.196,14.601,24.601,10,5,19.601,17.347,Normal,Clear,Sub-urban,,exists,,collision
nexar_train_positive_00287,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00287.mp4,data/nexar_collision_prediction/train/positive/00287.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00287.mp4,20.115,40.261,15.115,25.115,10,5,20.115,18.45,Normal,Clear,Other,,exists,,collision
nexar_train_positive_00288,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00288.mp4,data/nexar_collision_prediction/train/positive/00288.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00288.mp4,18.919,31.373,13.919,23.919,10,5,18.919,17.873,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00289,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00289.mp4,data/nexar_collision_prediction/train/positive/00289.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00289.mp4,20.5,40.233,15.5,25.5,10,5,20.5,19.167,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00290,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00290.mp4,data/nexar_collision_prediction/train/positive/00290.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00290.mp4,18.33,40.163,13.33,23.33,10,5,18.33,17.448,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00291,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00291.mp4,data/nexar_collision_prediction/train/positive/00291.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00291.mp4,17.647,37.516,12.647,22.647,10,5,17.647,15.229,Normal,Cloudy,Highway,,exists,,near_miss
nexar_train_positive_00292,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00292.mp4,data/nexar_collision_prediction/train/positive/00292.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00292.mp4,20.8,40.5,15.8,25.8,10,5,20.8,19.533,Normal,Clear,Urban,,exists,,near_miss
nexar_train_positive_00294,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00294.mp4,data/nexar_collision_prediction/train/positive/00294.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00294.mp4,19.6,40.1,14.6,24.6,10,5,19.6,16.533,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00295,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00295.mp4,data/nexar_collision_prediction/train/positive/00295.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00295.mp4,19.133,40.2,14.133,24.133,10,5,19.133,18.167,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00296,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00296.mp4,data/nexar_collision_prediction/train/positive/00296.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00296.mp4,19.5,40.2,14.5,24.5,10,5,19.5,18.567,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00298,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00298.mp4,data/nexar_collision_prediction/train/positive/00298.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00298.mp4,20.641,40.196,15.641,25.641,10,5,20.641,19.073,Normal,Rain,Urban,,exists,,collision
nexar_train_positive_00300,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00300.mp4,data/nexar_collision_prediction/train/positive/00300.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00300.mp4,10.064,18,5.064,15.064,10,5,10.064,8.464,Normal,Clear,Highway,,exists,,collision
nexar_train_positive_00301,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00301.mp4,data/nexar_collision_prediction/train/positive/00301.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00301.mp4,20.02,40.134,15.02,25.02,10,5,20.02,19.119,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00302,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00302.mp4,data/nexar_collision_prediction/train/positive/00302.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00302.mp4,19.067,40.3,14.067,24.067,10,5,19.067,17.5,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00303,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00303.mp4,data/nexar_collision_prediction/train/positive/00303.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00303.mp4,20.467,39.633,15.467,25.467,10,5,20.467,18.8,Normal,Cloudy,Urban,,exists,,near_miss
nexar_train_positive_00307,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00307.mp4,data/nexar_collision_prediction/train/positive/00307.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00307.mp4,20.367,40.433,15.367,25.367,10,5,20.367,19.133,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00308,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00308.mp4,data/nexar_collision_prediction/train/positive/00308.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00308.mp4,19.802,40,14.802,24.802,10,5,19.802,16.572,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00309,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00309.mp4,data/nexar_collision_prediction/train/positive/00309.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00309.mp4,19.233,40.133,14.233,24.233,10,5,19.233,18.433,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00310,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00310.mp4,data/nexar_collision_prediction/train/positive/00310.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00310.mp4,20.963,40.858,15.963,25.963,10,5,20.963,20.106,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00311,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00311.mp4,data/nexar_collision_prediction/train/positive/00311.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00311.mp4,18.714,40.392,13.714,23.714,10,5,18.714,14.533,Twilight,Cloudy,Urban,,exists,,collision
nexar_train_positive_00312,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00312.mp4,data/nexar_collision_prediction/train/positive/00312.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00312.mp4,21.8,42.82,16.8,26.8,10,5,21.8,19.774,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00313,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00313.mp4,data/nexar_collision_prediction/train/positive/00313.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00313.mp4,19.709,42.164,14.709,24.709,10,5,19.709,18.794,Normal,Cloudy,Urban,,exists,,collision
nexar_train_positive_00317,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00317.mp4,data/nexar_collision_prediction/train/positive/00317.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00317.mp4,7.333,19,2.333,12.333,10,5,7.333,5.533,Dark,Clear,Highway,,exists,,collision
nexar_train_positive_00318,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00318.mp4,data/nexar_collision_prediction/train/positive/00318.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00318.mp4,20.09,39.625,15.09,25.09,10,5,20.09,19.035,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00319,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00319.mp4,data/nexar_collision_prediction/train/positive/00319.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00319.mp4,20.067,40.033,15.067,25.067,10,5,20.067,19.533,Normal,Clear,Urban,,exists,,collision
nexar_train_positive_00320,nexar_collision_prediction,train,positive,collision_or_near_miss,needs_review,00320.mp4,data/nexar_collision_prediction/train/positive/00320.mp4,data/processed/event_clips/nexar/train/positive/nexar_train_positive_00320.mp4,20.6,39.7,15.6,25.6,10,5,20.6,18.733,Normal,Clear,Urban,,exists,,collision
