row_id,source_dataset,source_event_type,source_row_index,video_id,source_url,source_file_name,source_video_path,clip_path,original_time_range,event_start_time,event_end_time,event_center_time,time_of_event,time_of_alert,manual_label,event_label,core_label,source_binary_label,light_conditions,weather,scene,status,error,saved_raw_URL,saved_raw_Time,saved_raw_Location_of_crash,saved_raw_Light_condition,saved_raw_Weather,saved_raw_Road_surface_condition,saved_raw_Road_type,saved_raw_Road_flat,saved_raw_Lanes,saved_raw_Traffic_condition,saved_raw_Ego_vehicle_model,saved_raw_ADAS_mode,saved_raw_Ego_pre_movement,saved_raw_Other_pre_movement,saved_raw_Ego_pre_avoid_seconds,saved_raw_Other_pre_avoid_seconds,saved_raw_Ego_pre_avoid_movement,saved_raw_Other_pre_avoid_movement,saved_raw_Guilty,saved_raw_Crash_type,saved_raw_Type_of_impact,saved_raw_Crash_with,saved_raw_Crash_vehicle_type,saved_raw_Total_number_of_vehicles,saved_raw_Crash_reason,saved_raw_Ego_most_damaged_area,saved_raw_Other_most_damaged_area,saved_raw_Crash_severity,saved_raw_Ego_fix_fee,saved_raw_Note,saved_raw_time,saved_raw_Takeover_time_for_ADAS,saved_raw_Ego_pre_reaction_seconds,saved_raw_Other_pre_reaction_seconds,saved_raw_Avoid_reason,saved_raw_
saved_crash_000180,saved_av_dataset,crash,180,ph0AcBQ4t8s,https://youtu.be/ph0AcBQ4t8s,ph0AcBQ4t8s.mp4,,,05:58-06:25,358.0,385.0,371.5,371.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/ph0AcBQ4t8s,05:58-06:25,new mexico,Daylight,Clear,Dry,Signalized_intersection,Flat,2,Moderate_traffic,N/A,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Left_front_door,Right_front_door,Property_damage_only,idk,n,,,,,,
saved_crash_000181,saved_av_dataset,crash,181,ph0AcBQ4t8s,https://youtu.be/ph0AcBQ4t8s,ph0AcBQ4t8s.mp4,,,07:26-07:52,446.0,472.0,459.0,459.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/ph0AcBQ4t8s,07:26-07:52,florida,Daylight,Cloudy,Dry,Workzone,Flat,1,Congested,N/A,ADAS,Proceeding_straight,Making_left_turn,0.733333333,,Right_turn,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Left_rear_door,Right_front_door,Property_damage_only,13000,n,,,,,,
saved_crash_000182,saved_av_dataset,crash,182,ph0AcBQ4t8s,https://youtu.be/ph0AcBQ4t8s,ph0AcBQ4t8s.mp4,,,08:22-08:33,502.0,513.0,507.5,507.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/ph0AcBQ4t8s,08:22-08:33,georgia,Daylight,Clear,Dry,Road_segement,Flat,1,Light_traffic,Small_vehicle,ADAS,Making_right_turn,Making_left_turn,,,No_action,No_action,Yes,Sideswipe,Sideswipe_opposite_direction,Vehicle,Small_vehicle,2,Wrong_way_driving,Rear_left_bumper,Left_front_door,Property_damage_only,250,n,,,,,,
saved_crash_000183,saved_av_dataset,crash,183,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,02:05-02:45,125.0,165.0,145.0,145.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/K-ilaEad8AA,02:05-02:45,australia,Daylight,Clear,Dry,Highway/Freeway,Flat,5,Congested,N/A,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Big_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,8000,https://youtu.be/K-ilaEad8AA,,,,,,
saved_crash_000184,saved_av_dataset,crash,184,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,03:15-03:27,195.0,207.0,201.0,201.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/K-ilaEad8AA,03:15-03:27,washington,Daylight,Clear,Dry,Road_segement,Flat,1,Light_traffic,Middle_vehicle,parking_recording,Parked,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Rear_left_bumper,Front_right_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000185,saved_av_dataset,crash,185,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,06:55-07:11,415.0,431.0,423.0,423.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/K-ilaEad8AA,06:55-07:11,illinois,Daylight,Clear,Dry,Signalized_intersection,Flat,3,Congested,N/A,ADAS,Making_left_turn,Stopped,,,No_action,No_action,No,Left_turn,Front_to_side,Vehicle,Middle_vehicle,2,Failure_to_yield,Front_center_bumper,Right_front_door,Property_damage_only,idk,n,,,,,,
saved_crash_000186,saved_av_dataset,crash,186,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,07:25-07:42,445.0,462.0,453.5,453.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Urban,metadata_only,,https://youtu.be/K-ilaEad8AA,07:25-07:42,virginia,Dark_lighted,Clear,Dry,Signalized_intersection,Flat,2,Red_light_stopped,N/A,ADAS,Stopped,Proceeding_straight,,1.133333333,No_action,Left_turn,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Failure_to_yield,Rear_left_bumper,Front_right_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000187,saved_av_dataset,crash,187,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,12:30-12:39,750.0,759.0,754.5,754.5,,collision,collision,collision,collision_or_near_miss,Normal,Rain,Urban,metadata_only,,https://youtu.be/K-ilaEad8AA,12:30-12:39,germany,Daylight,Rain,Wet,nonSignalized_intersection,Flat,1,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Angle,Front_to_side,Vehicle,Middle_vehicle,2,Failure_to_yield,Right_front_door,Front_center_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000188,saved_av_dataset,crash,188,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,12:53-13:06,773.0,786.0,779.5,779.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/K-ilaEad8AA,12:53-13:06,texas,Daylight,Clear,Dry,nonSignalized_intersection,Flat,1,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,12000,n,,,,,,
saved_crash_000189,saved_av_dataset,crash,189,K-ilaEad8AA,https://youtu.be/K-ilaEad8AA,K-ilaEad8AA.mp4,,,13:46-13:57,826.0,837.0,831.5,831.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/K-ilaEad8AA,13:46-13:57,texas,Daylight,Cloudy,Dry,Highway/Freeway,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Right_front_fender,Front_left_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000190,saved_av_dataset,crash,190,HxOy0RPtL4o,https://youtu.be/HxOy0RPtL4o,HxOy0RPtL4o.mp4,,,00:23-00:43,23.0,43.0,33.0,33.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Rural,metadata_only,,https://youtu.be/HxOy0RPtL4o,00:23-00:43,minnesota,Daylight,Cloudy,Wet,Rural_road,Flat,2,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Left_turn,Front_to_side,Vehicle,Small_vehicle,2,Failure_to_yield,Front_left_bumper,Front_center_bumper,Property_damage_only,7000,n,,,,,,
saved_crash_000191,saved_av_dataset,crash,191,HxOy0RPtL4o,https://youtu.be/HxOy0RPtL4o,HxOy0RPtL4o.mp4,,,01:25-01:50,85.0,110.0,97.5,97.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/HxOy0RPtL4o,01:25-01:50,michigan,Daylight,Cloudy,Dry,Road_segement,Flat,1,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_left_bumper,Front_right_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000192,saved_av_dataset,crash,192,HxOy0RPtL4o,https://youtu.be/HxOy0RPtL4o,HxOy0RPtL4o.mp4,,,02:12-02:30,132.0,150.0,141.0,141.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/HxOy0RPtL4o,02:12-02:30,california,Daylight,Clear,Dry,Signalized_intersection,Flat,2,Moderate_traffic,Middle_vehicle,ADAS,Making_left_turn,Proceeding_straight,,,No_action,No_action,No,Left_turn,Front_to_side,Vehicle,Middle_vehicle,2,Running_red_light,Front_left_bumper,Front_center_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000193,saved_av_dataset,crash,193,HxOy0RPtL4o,https://youtu.be/HxOy0RPtL4o,HxOy0RPtL4o.mp4,,,02:36-03:07,156.0,187.0,171.5,171.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/HxOy0RPtL4o,02:36-03:07,florida,Daylight,Clear,Dry,Highway/Freeway,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Big_vehicle,3,Following_too_closely,Rear_left_bumper,Front_right_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000194,saved_av_dataset,crash,194,aCIfjTHpo44,https://youtu.be/aCIfjTHpo44,aCIfjTHpo44.mp4,,,00:10-01:35,10.0,95.0,52.5,52.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/aCIfjTHpo44,00:10-01:35,new york,Daylight,Cloudy,Dry,Highway/Freeway,Flat,3,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,3,Improper_lane_change,Rear_right_bumper,Left_front_door,Property_damage_only,total,n,,,,,,
saved_crash_000195,saved_av_dataset,crash,195,aCIfjTHpo44,https://youtu.be/aCIfjTHpo44,aCIfjTHpo44.mp4,,,06:14-06:55,374.0,415.0,394.5,394.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/aCIfjTHpo44,06:14-06:55,florida,Dark_lighted,Clear,Dry,Highway/Freeway,Flat,5,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Front_right_bumper,Front_left_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000196,saved_av_dataset,crash,196,aCIfjTHpo44,https://youtu.be/aCIfjTHpo44,aCIfjTHpo44.mp4,,,13:25-13:49,805.0,829.0,817.0,817.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Urban,metadata_only,,https://youtu.be/aCIfjTHpo44,13:25-13:49,canada,Daylight,Cloudy,Dry,Signalized_intersection,Flat,2,Red_light_stopped,N/A,ADAS+,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,3,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000197,saved_av_dataset,crash,197,ywb35vagcUY,https://youtu.be/ywb35vagcUY,ywb35vagcUY.mp4,,,00:08-00:24,8.0,24.0,16.0,16.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Rural,metadata_only,,https://youtu.be/ywb35vagcUY,00:08-00:24,new york,Daylight,Clear,Dry,Rural_road,Flat,2,Congested,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,0.233333333,No_action,Right_turn,No,Rear_end,Rear_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,total,n,,,,,,
saved_crash_000198,saved_av_dataset,crash,198,ywb35vagcUY,https://youtu.be/ywb35vagcUY,ywb35vagcUY.mp4,,,04:40-05:00,280.0,300.0,290.0,290.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/ywb35vagcUY,04:40-05:00,utah,Daylight,Cloudy,Dry,Road_segement,Flat,2,Congested,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,3,Following_too_closely,Rear_center_bumper,Front_center_bumper,Minor_injury,idk,n,,,,,,
saved_crash_000199,saved_av_dataset,crash,199,ywb35vagcUY,https://youtu.be/ywb35vagcUY,ywb35vagcUY.mp4,,,05:29-05:51,329.0,351.0,340.0,340.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/ywb35vagcUY,05:29-05:51,florida,Daylight,Clear,Dry,nonSignalized_intersection,Flat,2,Moderate_traffic,N/A,ADAS,Making_right_turn,Stopped,,,No_action,No_action,No,Right_turn,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Failure_to_yield,Right_front_door,Left_front_door,Property_damage_only,0,n,,,,,,
saved_crash_000200,saved_av_dataset,crash,200,nxUCC1yVu-Q,https://youtu.be/nxUCC1yVu-Q,nxUCC1yVu-Q.mp4,,,01:35-02:00,95.0,120.0,107.5,107.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/nxUCC1yVu-Q,01:35-02:00,california,Daylight,Clear,Dry,Highway/Freeway,Flat,4,Congested,Middle_vehicle,ADAS+,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000201,saved_av_dataset,crash,201,nxUCC1yVu-Q,https://youtu.be/nxUCC1yVu-Q,nxUCC1yVu-Q.mp4,,,09:27-09:38,567.0,578.0,572.5,572.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/nxUCC1yVu-Q,09:27-09:38,massachusetts,Dark_lighted,Clear,Dry,Road_segement,Flat,3,Light_traffic,N/A,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000202,saved_av_dataset,crash,202,nxUCC1yVu-Q,https://youtu.be/nxUCC1yVu-Q,nxUCC1yVu-Q.mp4,,,09:50-10:10,590.0,610.0,600.0,600.0,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Other,metadata_only,,https://youtu.be/nxUCC1yVu-Q,09:50-10:10,new zealand,Daylight,Cloudy,Dry,Road_segement,Flat,2,Congested,Small_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000203,saved_av_dataset,crash,203,_KMALXm8-hs,https://youtu.be/_KMALXm8-hs,_KMALXm8-hs.mp4,,,01:54-02:08,114.0,128.0,121.0,121.0,,collision,collision,collision,collision_or_near_miss,Dark,Cloudy,Urban,metadata_only,,https://youtu.be/_KMALXm8-hs,01:54-02:08,canada,Dark_lighted,Cloudy,Dry,nonSignalized_intersection,Flat,2,Light_traffic,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000204,saved_av_dataset,crash,204,_KMALXm8-hs,https://youtu.be/_KMALXm8-hs,_KMALXm8-hs.mp4,,,03:26-03:35,206.0,215.0,210.5,210.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/_KMALXm8-hs,03:26-03:35,canada,Dark_not_lighted,Clear,Dry,Road_segement,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000205,saved_av_dataset,crash,205,_KMALXm8-hs,https://youtu.be/_KMALXm8-hs,_KMALXm8-hs.mp4,,,05:39-05:52,339.0,352.0,345.5,345.5,,collision,collision,collision,collision_or_near_miss,Normal,Cloudy,Urban,metadata_only,,https://youtu.be/_KMALXm8-hs,05:39-05:52,canada,Daylight,Cloudy,Dry,Signalized_intersection,Flat,2,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Front_left_bumper,Rear_right_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000206,saved_av_dataset,crash,206,_KMALXm8-hs,https://youtu.be/_KMALXm8-hs,_KMALXm8-hs.mp4,,,07:33-07:46,453.0,466.0,459.5,459.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/_KMALXm8-hs,07:33-07:46,canada,Daylight,Clear,Snow_ice,nonSignalized_intersection,Flat,1,Moderate_traffic,Small_vehicle,ADAS,Proceeding_straight,Making_right_turn,1.566666667,,Right_turn,No_action,No,Right_turn,Front_to_front,Vehicle,Middle_vehicle,2,Failure_to_yield,Left_front_door,Front_left_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000207,saved_av_dataset,crash,207,_KMALXm8-hs,https://youtu.be/_KMALXm8-hs,_KMALXm8-hs.mp4,,,08:09-08:22,489.0,502.0,495.5,495.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/_KMALXm8-hs,08:09-08:22,canada,Dark_lighted,Clear,Dry,Highway/Freeway,Flat,1,Moderate_traffic,N/A,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Left_front_door,Rear_right_bumper,Property_damage_only,n,n,,,,,,
saved_crash_000208,saved_av_dataset,crash,208,eKCN8Zb6GB0,https://youtu.be/eKCN8Zb6GB0,eKCN8Zb6GB0.mp4,,,01:24-01:55,84.0,115.0,99.5,99.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/eKCN8Zb6GB0,01:24-01:55,georgia,Daylight,Clear,Dry,Signalized_intersection,Flat,3,Red_light_stopped,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,4,Improper_lane_change,Rear_left_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000209,saved_av_dataset,crash,209,eKCN8Zb6GB0,https://youtu.be/eKCN8Zb6GB0,eKCN8Zb6GB0.mp4,,,02:27-02:45,147.0,165.0,156.0,156.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/eKCN8Zb6GB0,02:27-02:45,south csrolina,Daylight,Clear,Dry,Signalized_intersection,Flat,2,Red_light_stopped,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,3,Improper_lane_change,Rear_left_bumper,Front_right_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000210,saved_av_dataset,crash,210,eKCN8Zb6GB0,https://youtu.be/eKCN8Zb6GB0,eKCN8Zb6GB0.mp4,,,05:47-06:25,347.0,385.0,366.0,366.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/eKCN8Zb6GB0,05:47-06:25,virginia,Daylight,Clear,Dry,Highway/Freeway,Flat,4,Moderate_traffic,N/A,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Rear_right_bumper,Front_left_bumper,Property_damage_only,12000,n,,,,,,
saved_crash_000211,saved_av_dataset,crash,211,eKCN8Zb6GB0,https://youtu.be/eKCN8Zb6GB0,eKCN8Zb6GB0.mp4,,,06:41-07:02,401.0,422.0,411.5,411.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/eKCN8Zb6GB0,06:41-07:02,south carolina,Daylight,Clear,Dry,Highway/Freeway,Flat,3,Moderate_traffic,N/A,ADAS,Proceeding_straight,Making_left_turn,1.666666667,,Decelerating,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Middle_vehicle,2,Improper_lane_change,Front_right_bumper,Left_front_door,Property_damage_only,15000,n,,,,,,
saved_crash_000212,saved_av_dataset,crash,212,O6RgPQt_p-A,https://youtu.be/O6RgPQt_p-A,O6RgPQt_p-A.mp4,,,03:54-04:19,234.0,259.0,246.5,246.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/O6RgPQt_p-A,03:54-04:19,north carlina,Dark_not_lighted,Clear,Dry,Highway/Freeway,Flat,3,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_right_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Front_center_bumper,Right_front_door,Property_damage_only,total,n,,,,,,
saved_crash_000213,saved_av_dataset,crash,213,O6RgPQt_p-A,https://youtu.be/O6RgPQt_p-A,O6RgPQt_p-A.mp4,,,04:57-05:13,297.0,313.0,305.0,305.0,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/O6RgPQt_p-A,04:57-05:13,north carolina,Dark_lighted,Clear,Dry,Road_segement,Flat,3,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,15000,n,,,,,,
saved_crash_000214,saved_av_dataset,crash,214,O6RgPQt_p-A,https://youtu.be/O6RgPQt_p-A,O6RgPQt_p-A.mp4,,,06:41-06:49,401.0,409.0,405.0,405.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Other,metadata_only,,https://youtu.be/O6RgPQt_p-A,06:41-06:49,alabama,Daylight,Clear,Dry,Road_segement,Flat,4,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,3,Improper_lane_change,Rear_center_bumper,Front_center_bumper,Property_damage_only,10000,n,,,,,,
saved_crash_000215,saved_av_dataset,crash,215,7CGcjzIcvak,https://youtu.be/7CGcjzIcvak,7CGcjzIcvak.mp4,,,01:09-01:28,69.0,88.0,78.5,78.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/7CGcjzIcvak,01:09-01:28,florida,Daylight,Clear,Dry,Signalized_intersection,Flat,1,Red_light_stopped,Middle_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Middle_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,0,,,,,,,
saved_crash_000216,saved_av_dataset,crash,216,7CGcjzIcvak,https://youtu.be/7CGcjzIcvak,7CGcjzIcvak.mp4,,,02:39-03:01,159.0,181.0,170.0,170.0,,collision,collision,collision,collision_or_near_miss,Dark,Rain,Other,metadata_only,,https://youtu.be/7CGcjzIcvak,02:39-03:01,australia,Dark_lighted,Rain,Wet,Highway/Freeway,Up,5,Moderate_traffic,Middle_vehicle,ADAS+,Making_right_turn,other,,,No_action,No_action,Yes,other,other,Infrastructure,other,1,ADAS_error,Front_center_bumper,other,Minor_injury,27000,fall asleep,,,,,,
saved_crash_000217,saved_av_dataset,crash,217,7CGcjzIcvak,https://youtu.be/7CGcjzIcvak,7CGcjzIcvak.mp4,,,04:43-05:13,283.0,313.0,298.0,298.0,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/7CGcjzIcvak,04:43-05:13,massachusetts,Daylight,Clear,Dry,Signalized_intersection,Flat,1,Red_light_stopped,Small_vehicle,ADAS,Stopped,Proceeding_straight,,,No_action,No_action,No,Rear_end,Front_to_rear,Vehicle,Small_vehicle,2,Following_too_closely,Rear_center_bumper,Front_center_bumper,Property_damage_only,idk,n,,,,,,
saved_crash_000218,saved_av_dataset,crash,218,7CGcjzIcvak,https://youtu.be/7CGcjzIcvak,7CGcjzIcvak.mp4,,,07:07-07:32,427.0,452.0,439.5,439.5,,collision,collision,collision,collision_or_near_miss,Dark,Clear,Other,metadata_only,,https://youtu.be/7CGcjzIcvak,07:07-07:32,florida,Dark_not_lighted,Clear,Dry,Road_segement,Flat,1,Moderate_traffic,N/A,ADAS,Proceeding_straight,Making_left_turn,,,No_action,No_action,No,Sideswipe,Sideswipe_same_direction,Vehicle,Small_vehicle,2,Improper_lane_change,Right_front_door,Left_front_door,Property_damage_only,5500,n,,,,,,
saved_crash_000219,saved_av_dataset,crash,219,7CGcjzIcvak,https://youtu.be/7CGcjzIcvak,7CGcjzIcvak.mp4,,,07:53-08:06,473.0,486.0,479.5,479.5,,collision,collision,collision,collision_or_near_miss,Normal,Clear,Urban,metadata_only,,https://youtu.be/7CGcjzIcvak,07:53-08:06,california,Daylight,Clear,Dry,nonSignalized_intersection,Flat,1,Moderate_traffic,Middle_vehicle,ADAS,Proceeding_straight,Proceeding_straight,,,No_action,No_action,No,Angle,Front_to_side,Vehicle,Middle_vehicle,2,Failure_to_yield,Rear_left_bumper,Front_center_bumper,Property_damage_only,7000,n,,,,,,
saved_crash_000220,saved_av_dataset,crash,220,7CGcjzIcvak,https://youtu.be/7CGcjzIcvak,7CGcjzIcvak.mp4,,,08:38-08:58,518.0,538.0,528.0,528.0,,collision,collision,collision,collision_or_near_miss,Normal,Rain,Other,metadata_only,,https://youtu.be/7CGcjzIcvak,08:38-08:58,texas,Daylight,Rain,Wet,Highway/Freeway,Flat,3,Light_traffic,Small_vehicle,ADAS+,Proceeding_straight,other,,,No_action,No_action,Yes,other,other,Infrastructure,other,1,Slippery_road,Front_center_bumper,other,Property_damage_only,n,n,,,,,,
